sample_id,pattern,arrival_pattern,count,disk_size,initial_head,direction,spread,density,clustering,direction_bias,fcfs_dist,sstf_dist,scan_dist,cscan_dist,fcfs_var,sstf_var,scan_var,cscan_var,best_algorithm
562,clustered,random,39,400,311,UP,0.2294,0.729,1.0,0.1912,826,210,386,694,1680.05,2736.14,3508.45,7971.25,SCAN
563,clustered,all_at_once,21,150,3,UP,0.4524,0.5526,1.0,0.2045,241,108,108,108,1817.13,1272.3,1272.3,1272.3,SSTF
564,clustered,sequential,41,250,133,DOWN,0.517,0.5655,1.0,0.3195,665,230,324,457,1292.53,5733.68,6801.46,8248.5,FCFS
565,clustered,all_at_once,18,250,187,UP,0.2401,0.48,0.9434,0.4278,175,79,193,495,1332.73,964.01,1279.47,2694.56,SSTF
566,clustered,random,37,250,134,UP,0.4724,0.5401,0.951,0.2662,681,216,310,490,1010.63,3228.48,4397.78,5125.64,FCFS
567,clustered,continuous,46,150,127,DOWN,0.4843,1.0,1.0,0.2551,432,100,100,100,3947.45,6815.94,6815.94,6815.94,FCFS
568,clustered,random,13,300,290,UP,0.2907,0.2549,1.0,0.4944,270,193,211,506,85.61,385.44,415.42,1366.89,FCFS
569,clustered,sequential,26,150,146,UP,0.544,0.5714,0.8555,0.2692,469,118,124,270,550.0,2583.88,2659.97,2336.39,FCFS
570,clustered,sequential,42,150,11,UP,0.4995,1.0,1.0,0.3444,483,107,107,107,370.32,3479.97,3479.97,3479.97,FCFS
571,clustered,sequential,40,250,98,UP,0.4897,0.5797,0.8675,0.262,697,176,341,489,1455.42,2942.99,6606.65,7991.24,SSTF
572,clustered,sequential,45,300,114,DOWN,0.5411,0.4918,1.0,0.2753,964,243,349,555,2913.25,4295.93,4944.93,4312.7,FCFS
573,clustered,continuous,30,250,211,UP,0.4716,0.4545,0.7847,0.2246,760,156,232,473,4255.16,2515.58,2589.32,4065.88,SSTF
574,clustered,sequential,17,400,344,UP,0.371,0.2073,1.0,0.5482,292,231,341,730,226.4,738.77,823.4,2802.35,FCFS
575,clustered,bursty,43,150,102,UP,0.5058,1.0,1.0,0.2038,277,98,166,280,264.66,4008.13,4645.6,1658.93,C-SCAN
576,clustered,all_at_once,29,250,22,DOWN,0.4609,0.4427,0.646,0.2114,625,168,212,460,5390.7,2930.5,2930.5,2930.5,SSTF
577,clustered,continuous,22,250,144,DOWN,0.4357,0.3359,0.8262,0.2958,324,216,332,471,1477.01,1526.18,2001.59,2723.71,SSTF
578,clustered,sequential,39,250,151,DOWN,0.5561,0.4937,1.0,0.324,756,264,345,474,1812.52,3599.91,6831.1,6066.9,SSTF
579,clustered,bursty,44,200,38,UP,0.5822,0.6822,1.0,0.3254,651,129,129,129,13.88,602.4,602.4,602.4,FCFS
580,clustered,random,24,400,177,UP,0.3017,0.3333,0.9333,0.4244,432,200,530,738,364.67,547.82,1223.41,2281.3,FCFS
581,clustered,continuous,34,250,26,UP,0.481,0.4755,1.0,0.2485,517,175,175,175,3273.98,3880.99,3880.99,3880.99,FCFS
582,clustered,random,36,300,30,UP,0.5158,0.4091,0.9147,0.3967,728,201,201,201,1015.57,4927.59,4927.59,4927.59,FCFS
583,clustered,random,12,200,133,DOWN,0.3333,0.338,0.9511,0.6161,162,71,267,397,81.15,739.98,700.25,852.57,FCFS
584,clustered,bursty,15,400,48,UP,0.0663,0.9375,0.2746,0.2488,398,243,243,243,124.49,1594.6,1594.6,1594.6,FCFS
585,clustered,sequential,47,400,31,DOWN,0.5346,0.3806,1.0,0.2563,1342,294,356,750,3722.91,3752.16,4159.46,8373.86,SCAN
586,clustered,bursty,28,250,217,DOWN,0.4655,0.4058,0.8282,0.3395,517,159,159,159,336.24,2506.92,2506.92,2506.92,FCFS
587,clustered,sequential,30,250,115,DOWN,0.4718,0.458,0.8464,0.2691,493,211,303,491,786.91,2859.14,3390.16,3486.55,FCFS
588,clustered,sequential,22,200,199,UP,0.4467,0.4272,0.7163,0.2154,358,150,150,350,280.49,1882.86,1882.86,1522.34,FCFS
589,clustered,bursty,20,300,238,DOWN,0.5883,0.2094,1.0,0.2142,664,209,483,597,627.74,1926.84,2098.33,2422.33,FCFS
590,clustered,bursty,44,250,246,UP,0.5062,0.6111,0.8078,0.3284,630,189,195,452,112.01,522.91,559.28,9544.18,SSTF
591,clustered,all_at_once,39,250,218,UP,0.3453,0.7429,1.0,0.3,640,172,234,430,7289.17,3922.08,3922.08,3922.08,SSTF
592,clustered,random,29,400,20,UP,0.4397,0.2829,0.7696,0.2474,1091,287,287,287,2692.18,3083.43,3083.43,3083.43,FCFS
593,clustered,continuous,15,200,91,DOWN,0.2887,0.4615,0.9376,0.4893,125,87,223,366,434.34,432.99,811.7,1414.56,SSTF
594,clustered,all_at_once,29,250,209,UP,0.5174,0.3973,0.901,0.2839,680,163,243,480,4833.96,2938.36,2938.36,2938.36,SSTF
595,clustered,all_at_once,38,400,383,UP,0.5266,0.329,0.8685,0.3093,1128,305,337,723,12838.25,5390.38,5390.38,5390.38,SSTF
596,clustered,all_at_once,16,200,31,UP,0.3376,0.4384,0.9671,0.2197,234,112,112,112,1237.18,885.94,885.94,885.94,SSTF
597,clustered,all_at_once,18,200,102,DOWN,0.2392,0.6429,0.7077,0.3888,171,61,253,398,1145.73,958.03,1647.54,2526.12,SSTF
598,clustered,all_at_once,47,250,234,UP,0.6328,0.5222,1.0,0.2518,1208,200,230,477,16564.82,6846.87,6846.87,6846.87,SSTF
599,clustered,random,22,300,65,UP,0.5259,0.2514,0.8331,0.2368,603,175,175,175,615.59,2440.11,2440.11,2440.11,FCFS
600,clustered,continuous,12,300,25,UP,0.2956,0.233,0.8334,0.4231,365,191,191,191,468.33,770.08,770.08,770.08,FCFS
601,bursty,bursty,35,300,15,DOWN,0.8032,0.2564,0.9245,0.2576,1528,274,304,596,1837.07,2655.44,2844.66,6805.76,SSTF
602,bursty,random,32,200,47,DOWN,0.7643,0.3636,0.5292,0.2256,1020,254,222,393,2982.18,4010.58,3639.94,4988.53,SCAN
603,bursty,bursty,19,150,62,DOWN,0.5963,0.3654,0.644,0.3111,341,128,202,281,176.28,320.64,482.47,502.85,SSTF
604,bursty,random,45,300,31,UP,0.7718,0.3285,0.548,0.2196,1701,316,567,597,5475.72,7151.19,6869.98,7039.49,FCFS
605,bursty,continuous,18,300,102,UP,0.5804,0.1782,0.763,0.3727,637,341,455,549,2229.51,2216.36,2710.92,3193.69,SSTF
606,bursty,random,34,250,122,DOWN,0.8248,0.272,0.8282,0.2207,950,466,371,498,2406.85,4773.17,2441.88,2684.47,C-SCAN
607,bursty,sequential,42,250,99,DOWN,0.796,0.3684,0.7946,0.218,1769,372,333,497,6942.27,6179.95,4227.07,7160.24,SCAN
608,bursty,random,30,400,112,UP,0.8301,0.1579,0.7993,0.2173,1889,621,686,797,5539.75,7981.82,3311.64,4011.83,SCAN
609,bursty,sequential,40,400,183,UP,0.8532,0.2,0.7942,0.275,1748,623,615,797,9272.39,6391.52,6787.78,8139.3,SSTF
610,bursty,sequential,25,200,68,UP,0.8952,0.25,0.8849,0.3638,711,267,330,382,1631.56,1129.05,3580.4,4252.27,SSTF
611,bursty,sequential,34,250,239,UP,0.7938,0.3091,0.764,0.2059,1207,238,258,479,3491.1,2647.05,2811.34,5194.44,SCAN
612,bursty,continuous,47,250,206,DOWN,0.8776,0.376,0.6201,0.2119,1892,292,455,496,18414.14,7649.59,7484.97,8096.85,C-SCAN
613,bursty,continuous,32,400,288,UP,0.7646,0.1818,1.0,0.2638,1522,428,510,796,9466.94,4468.95,5008.62,6075.5,SSTF
614,bursty,bursty,41,400,158,UP,0.8643,0.205,0.8273,0.2442,2434,557,640,796,6684.4,4687.9,8056.31,13210.23,SSTF
615,bursty,all_at_once,15,150,59,UP,0.6865,0.25,0.7461,0.3604,233,204,214,271,1155.81,1226.44,1301.14,1584.1,SSTF
616,bursty,sequential,40,150,84,UP,0.8138,0.5333,0.8308,0.2321,704,214,214,295,1308.23,2853.13,2853.13,4231.15,FCFS
617,bursty,sequential,21,250,15,UP,0.6676,0.2176,0.7883,0.3027,518,195,471,496,1007.24,700.95,1643.54,1744.91,SSTF
618,bursty,all_at_once,19,150,134,DOWN,0.6335,0.3585,0.7725,0.2717,235,117,117,117,1727.57,1316.76,1316.76,1316.76,SSTF
619,bursty,random,35,400,51,DOWN,0.8021,0.1818,0.8656,0.2304,2089,420,450,772,11246.71,4651.92,4871.23,5728.44,SCAN
620,bursty,bursty,18,200,187,DOWN,0.5353,0.2812,0.7561,0.4247,422,162,162,162,106.19,1303.63,1303.63,1303.63,FCFS
621,bursty,sequential,30,200,181,DOWN,0.6563,0.4,0.7994,0.216,638,167,380,386,1225.37,1985.15,3336.7,3422.08,SSTF
622,bursty,random,47,200,96,DOWN,0.8787,0.47,0.7954,0.2455,1324,308,295,393,3333.36,8147.76,5550.09,7596.12,SCAN
623,bursty,continuous,21,150,146,DOWN,0.6187,0.4,0.7698,0.2588,367,107,295,298,1254.41,1221.8,2299.16,2283.3,SSTF
624,bursty,continuous,21,400,162,UP,0.7796,0.1132,0.6621,0.3384,1145,578,636,724,5757.1,3224.3,3625.69,4446.18,SSTF
625,bursty,sequential,41,200,84,UP,0.8109,0.4339,0.6954,0.2428,1168,295,311,369,3925.68,4535.44,4676.34,3756.47,C-SCAN
626,bursty,random,30,200,162,UP,0.8143,0.3209,0.6986,0.2567,804,220,236,396,2011.86,1701.2,1852.81,3628.93,SSTF
627,bursty,all_at_once,10,250,53,UP,0.7712,0.0995,0.9236,0.2486,593,208,400,496,1443.84,866.19,1009.58,1527.31,SSTF
628,bursty,bursty,26,150,0,UP,0.6262,0.4685,0.6133,0.2527,481,110,110,110,226.77,2373.26,2373.26,2373.26,FCFS
629,bursty,bursty,36,200,105,DOWN,0.744,0.4114,0.7529,0.2399,877,279,279,398,391.72,4115.45,4004.84,3708.44,FCFS
630,bursty,continuous,44,300,51,DOWN,0.8297,0.3165,0.7149,0.28,1708,351,339,594,14535.72,7086.19,6718.22,10090.98,SCAN
631,bursty,all_at_once,24,200,115,UP,0.7097,0.3,0.6343,0.2779,639,260,249,397,4999.71,2742.74,2639.34,3719.64,SCAN
632,bursty,all_at_once,11,250,66,UP,0.6978,0.1128,0.6671,0.8297,357,289,429,443,899.62,1114.04,2001.28,2131.42,SSTF
633,bursty,continuous,20,300,82,UP,0.6708,0.1717,0.8588,0.2398,682,286,488,559,1989.18,2509.29,3254.22,3729.25,SSTF
634,bursty,all_at_once,31,400,314,DOWN,0.7363,0.1829,0.8529,0.2244,1271,368,652,793,11965.7,4475.5,7178.06,8829.08,SSTF
635,bursty,all_at_once,20,400,222,UP,0.689,0.1286,0.7905,0.3288,984,493,537,786,5032.4,2969.32,2843.3,4201.55,SSTF
636,bursty,continuous,31,200,48,DOWN,0.7602,0.3464,1.0,0.2038,804,308,226,382,4956.87,4297.72,2988.03,3574.98,SCAN
637,bursty,random,44,250,169,DOWN,0.8219,0.3577,0.9502,0.2462,1237,367,414,495,2778.84,3015.59,7487.76,7810.05,SSTF
638,bursty,sequential,16,150,100,DOWN,0.6619,0.2857,0.7595,0.2569,287,182,240,273,270.54,1540.53,1778.54,1194.64,FCFS
639,bursty,random,33,150,109,UP,0.7964,0.4714,0.7376,0.2521,581,217,181,296,1049.0,2385.35,2304.61,2267.72,FCFS
640,bursty,all_at_once,50,400,245,UP,0.7847,0.2786,1.0,0.2197,2519,512,512,703,34671.17,11451.26,11451.26,14408.99,SSTF
641,bursty,all_at_once,23,200,163,DOWN,0.8645,0.23,0.8533,0.2132,760,235,362,367,4667.6,2126.58,2422.38,2439.43,C-SCAN
642,bursty,bursty,17,250,200,DOWN,0.5416,0.2194,0.8599,0.4524,494,171,171,171,173.15,1711.14,1711.14,1711.14,FCFS
643,bursty,sequential,26,150,139,DOWN,0.5612,0.5306,0.9181,0.2565,426,107,288,297,648.47,1180.62,2465.93,1915.06,SSTF
644,bursty,all_at_once,34,250,47,DOWN,0.8748,0.2742,0.7177,0.2091,1238,292,296,464,12558.99,4580.34,4670.72,6208.3,SSTF
645,bursty,random,38,300,134,UP,0.7387,0.3077,0.7724,0.2811,1818,358,464,563,7375.1,4656.01,5473.14,6392.5,SSTF
646,bursty,all_at_once,13,200,192,UP,0.8054,0.1444,0.7401,0.2871,405,190,204,387,1397.25,948.55,948.55,948.55,SSTF
647,bursty,continuous,32,400,211,UP,0.6469,0.2078,0.5618,0.2278,1485,434,503,789,10518.92,5184.09,5628.81,9083.76,SSTF
648,bursty,continuous,34,400,214,DOWN,0.7945,0.1833,0.6378,0.2193,1755,526,584,774,11924.98,6967.1,6328.91,8692.45,SCAN
649,bursty,all_at_once,40,250,20,DOWN,0.7997,0.3524,0.7174,0.3473,1277,236,256,496,15997.31,5784.73,5941.52,7210.03,SSTF
650,bursty,all_at_once,46,400,292,UP,0.8155,0.2415,0.8114,0.2568,2489,477,497,794,35457.67,9833.32,10186.34,13549.77,SSTF
651,bursty,sequential,38,200,42,UP,0.8519,0.3858,0.9047,0.235,1337,267,355,396,3253.02,5320.98,2758.92,3262.68,SCAN
652,bursty,sequential,12,300,40,DOWN,0.5302,0.1348,0.6651,0.3972,390,193,241,523,342.73,574.15,732.68,2513.28,SSTF
653,bursty,all_at_once,19,400,132,DOWN,0.7401,0.1105,0.7922,0.3421,748,578,499,786,4093.82,3990.18,2486.84,5040.49,SCAN
654,bursty,random,34,400,203,DOWN,0.8499,0.1744,0.7746,0.3226,1752,592,592,689,8697.7,4553.82,4553.82,7227.23,SSTF
655,bursty,all_at_once,39,150,133,DOWN,0.8662,0.5342,0.8465,0.2488,1059,160,281,297,11291.07,4880.36,5630.4,5869.85,SSTF
656,bursty,all_at_once,19,200,145,UP,0.3689,0.4578,0.8233,0.2075,404,145,253,335,2310.48,1253.33,1253.33,1253.33,SSTF
657,bursty,bursty,16,250,222,DOWN,0.6502,0.1739,0.7701,0.3546,496,188,447,498,109.85,2046.0,1670.8,1716.75,FCFS
658,bursty,all_at_once,34,300,292,DOWN,0.6876,0.2764,0.635,0.2946,1254,246,585,597,10301.57,4145.69,4595.06,4621.88,C-SCAN
659,bursty,all_at_once,27,300,73,DOWN,0.8693,0.1875,0.887,0.2925,1129,349,371,540,7915.1,3630.77,3841.11,5091.41,SSTF
660,bursty,random,31,200,12,DOWN,0.852,0.3131,0.5731,0.2564,834,208,210,398,1480.86,2471.33,2551.71,3986.31,SSTF
661,bursty,random,11,250,209,DOWN,0.646,0.1243,0.7141,0.3299,379,178,178,178,373.25,480.86,480.86,480.86,FCFS
662,bursty,random,41,150,58,UP,0.7675,0.5899,0.8887,0.2303,752,244,234,296,1653.12,4620.88,4785.21,3637.17,FCFS
663,bursty,continuous,38,250,68,DOWN,0.7092,0.3636,0.5159,0.2253,1195,241,311,484,9009.83,4957.66,5403.49,5981.69,SSTF
664,bursty,bursty,15,200,113,UP,0.6994,0.1935,0.6476,0.4254,256,243,243,396,282.34,1911.9,2138.55,3259.33,FCFS
665,bursty,continuous,41,400,191,UP,0.7124,0.244,0.6572,0.2874,1850,505,586,772,14656.64,8724.41,8539.55,12006.36,SSTF
666,bursty,sequential,14,250,181,DOWN,0.8756,0.1167,0.8472,0.232,616,300,423,451,733.75,1686.85,782.07,959.66,SCAN
667,bursty,sequential,46,150,44,UP,0.8072,0.6345,0.5925,0.239,784,187,249,293,1666.35,5256.05,4011.81,3354.01,FCFS
668,bursty,random,25,150,116,UP,0.6829,0.4202,0.6915,0.2423,285,141,165,297,450.73,1961.78,1988.72,2736.04,SCAN
669,bursty,continuous,22,250,94,DOWN,0.7369,0.2105,0.7127,0.3005,712,357,331,491,3026.66,2490.8,2517.96,4068.25,SCAN
670,bursty,random,50,150,7,UP,0.797,0.7194,0.8486,0.2475,909,145,291,297,2108.35,5681.34,5814.64,5369.0,FCFS
671,bursty,continuous,48,300,90,DOWN,0.793,0.3529,1.0,0.2379,1957,431,389,598,20270.25,8826.14,9382.62,12805.74,SSTF
672,bursty,all_at_once,32,250,41,DOWN,0.8324,0.257,0.73,0.2276,892,455,289,487,8637.78,4797.41,3813.35,4858.18,SCAN
673,bursty,continuous,11,300,25,UP,0.7648,0.0853,0.465,0.3225,501,268,268,268,1253.72,855.81,855.81,855.81,SSTF
674,bursty,random,24,200,173,UP,0.6741,0.3077,0.8507,0.3381,528,162,214,391,704.7,892.04,1067.92,3994.0,SCAN
675,bursty,bursty,36,400,10,UP,0.8614,0.1841,0.7655,0.2936,2516,424,788,796,7775.6,3884.38,3761.76,3792.12,C-SCAN
676,bursty,random,21,400,4,UP,0.726,0.1207,0.7492,0.2345,1054,350,350,350,2663.53,1359.85,1359.85,1359.85,C-SCAN
677,bursty,random,29,250,108,DOWN,0.8129,0.2417,0.5775,0.2861,1006,380,357,488,1966.07,3405.99,3055.79,4471.03,SCAN
678,bursty,continuous,26,200,119,DOWN,0.6098,0.3562,0.6852,0.3896,583,214,307,396,2565.79,2942.41,2752.65,3414.94,SSTF
679,bursty,continuous,35,400,52,UP,0.8182,0.1763,0.9361,0.2106,1825,445,743,760,11620.44,6276.09,6427.7,6523.04,C-SCAN
680,bursty,random,33,400,331,DOWN,0.6581,0.223,0.6976,0.2722,1918,326,677,798,5987.2,5021.99,7200.91,7873.41,SSTF
681,bursty,random,16,300,32,DOWN,0.8252,0.1119,0.6513,0.5564,737,314,320,532,472.54,1803.96,1858.62,1204.61,SSTF
682,bursty,sequential,30,250,66,DOWN,0.603,0.3614,1.0,0.2574,1068,220,244,497,2634.99,2065.93,2204.03,4521.03,SSTF
683,bursty,random,43,200,14,DOWN,0.8433,0.4365,0.5943,0.2043,1240,210,210,394,2521.42,4759.66,4759.66,5437.35,FCFS
684,bursty,random,18,150,127,DOWN,0.643,0.3214,0.804,0.3559,277,120,261,293,150.61,890.17,686.41,726.91,FCFS
685,bursty,random,35,300,18,UP,0.7379,0.28,0.8124,0.2704,1877,250,250,250,6007.46,3268.72,3268.72,3268.72,C-SCAN
686,bursty,random,24,400,326,DOWN,0.7398,0.1459,0.6194,0.2187,1538,583,725,743,3449.58,3299.91,4218.95,3988.01,SSTF
687,bursty,random,29,200,168,UP,0.7623,0.3222,0.7054,0.2319,738,209,211,378,1423.05,1185.45,1222.66,4706.93,SSTF
688,bursty,continuous,40,200,189,DOWN,0.6691,0.5,0.5068,0.2285,955,165,165,165,7218.8,4493.59,4493.59,4493.59,C-SCAN
689,bursty,sequential,21,250,167,UP,0.8291,0.1842,0.7835,0.3659,749,382,319,489,1591.51,671.54,2023.73,3166.42,SSTF
690,bursty,random,24,250,107,DOWN,0.7845,0.2069,0.6927,0.281,740,401,354,479,870.09,3752.33,2226.05,1922.2,SCAN
691,bursty,bursty,47,250,118,UP,0.8103,0.3933,0.5761,0.2608,1698,350,372,495,2267.32,7183.04,3833.58,5655.64,SCAN
692,bursty,bursty,50,400,297,UP,0.8144,0.2639,1.0,0.2149,2629,463,497,725,6690.29,5335.05,5699.21,11628.02,SSTF
693,bursty,bursty,42,150,97,DOWN,0.7057,0.6829,0.8442,0.2286,823,200,238,268,204.27,2463.59,2605.73,3493.32,SSTF
694,bursty,bursty,19,200,51,DOWN,0.7103,0.236,0.9647,0.2586,507,185,237,325,573.3,1399.9,1623.95,3046.25,SSTF
695,bursty,all_at_once,39,200,80,UP,0.8921,0.39,0.7243,0.2504,1239,279,318,391,14267.91,5699.53,6038.46,6351.42,C-SCAN
696,bursty,all_at_once,31,200,80,UP,0.7571,0.337,0.7373,0.2296,705,322,302,395,7024.63,4682.36,4644.22,5350.0,SCAN
697,bursty,continuous,27,200,194,UP,0.8175,0.2903,0.851,0.2953,932,194,204,389,3850.44,2930.65,2980.32,2360.78,C-SCAN
698,bursty,bursty,41,150,33,DOWN,0.8379,0.5694,0.8831,0.2074,930,253,176,292,334.67,2766.5,3296.56,6466.27,SCAN
699,bursty,all_at_once,37,300,196,UP,0.8428,0.2624,1.0,0.2838,2044,366,402,517,22167.83,6110.8,6524.74,7208.3,SSTF
700,bursty,random,22,250,243,UP,0.8576,0.1897,0.8753,0.2149,1120,234,246,495,1994.78,2449.68,2582.74,2890.04,FCFS
701,bursty,sequential,43,200,4,UP,0.8012,0.4624,0.6659,0.2369,1190,195,195,195,2939.37,4769.49,4769.49,4769.49,FCFS
702,bursty,bursty,32,250,33,UP,0.6929,0.3184,0.6954,0.3156,825,216,216,216,1090.96,1347.26,1347.26,1347.26,FCFS
703,bursty,all_at_once,47,250,42,UP,0.8344,0.379,0.7049,0.2314,1593,287,454,497,20866.7,7858.41,9624.04,10193.85,SSTF
704,bursty,bursty,28,300,266,DOWN,0.8602,0.1905,0.6609,0.3799,1367,553,565,577,1399.43,2354.6,2358.51,2398.98,FCFS
705,bursty,random,18,250,230,DOWN,0.664,0.18,0.8203,0.3461,655,230,230,230,744.9,1175.21,1175.21,1175.21,FCFS
706,bursty,sequential,22,200,103,UP,0.84,0.2256,0.9695,0.2549,636,290,290,319,966.72,2257.71,2257.71,1778.21,C-SCAN
707,bursty,continuous,18,200,187,UP,0.5618,0.2748,0.7152,0.2615,426,170,194,358,1252.66,1169.05,1224.22,1179.71,SSTF
708,bursty,bursty,20,150,93,UP,0.6736,0.339,0.8081,0.2219,283,202,197,287,102.89,463.01,1637.88,2302.37,SSTF
709,bursty,continuous,26,400,319,UP,0.6196,0.1812,0.9158,0.1959,1527,319,479,765,8038.08,2717.82,3002.69,3491.82,SSTF
710,bursty,bursty,16,150,12,UP,0.7108,0.2667,0.6897,0.4737,380,122,277,295,182.73,1892.38,1626.63,1625.03,FCFS
711,bursty,bursty,34,150,140,DOWN,0.8577,0.4564,0.7613,0.2072,804,159,289,298,149.46,810.72,4895.38,4659.62,SSTF
712,bursty,random,19,200,177,UP,0.7488,0.2289,0.9874,0.1893,536,177,221,386,884.96,1347.73,1449.77,2499.66,SSTF
713,bursty,bursty,16,400,138,UP,0.6343,0.1067,0.6846,0.2706,853,464,656,680,1119.71,3302.97,4655.52,4901.86,FCFS
714,bursty,all_at_once,42,400,60,DOWN,0.8644,0.2105,0.6834,0.2991,2023,458,458,743,23907.56,7855.03,7855.03,9965.68,SSTF
715,bursty,random,41,200,155,UP,0.7705,0.4659,0.7322,0.2275,997,195,243,371,3033.78,3414.24,3785.09,2842.27,C-SCAN
716,bursty,random,22,250,180,DOWN,0.843,0.1833,0.8841,0.1949,743,306,427,447,1200.42,1316.79,3463.19,3952.6,SSTF
717,bursty,bursty,12,400,254,UP,0.6866,0.0792,0.6318,0.2602,832,386,508,708,910.18,1999.71,2671.86,4560.35,SSTF
718,bursty,all_at_once,25,150,3,UP,0.7783,0.3759,0.6771,0.3236,477,146,146,146,3840.23,2161.63,2161.63,2161.63,C-SCAN
719,bursty,all_at_once,41,200,23,UP,0.7596,0.453,0.7785,0.2285,1072,193,365,396,12588.29,5345.56,6330.81,6540.65,SSTF
720,bursty,bursty,24,300,151,DOWN,0.8264,0.1655,0.8288,0.2682,1148,498,450,589,319.89,1050.62,1093.08,2451.86,SCAN
721,bursty,random,16,200,10,DOWN,0.5064,0.2857,0.8404,0.2607,516,142,162,367,404.12,1033.23,1130.57,674.13,C-SCAN
722,bursty,all_at_once,30,300,59,UP,0.8271,0.2098,0.7395,0.2134,1298,337,532,597,12144.33,4287.73,5179.81,5862.32,SSTF
723,bursty,bursty,18,200,84,DOWN,0.7986,0.213,0.9162,0.3998,620,252,252,330,427.75,1974.34,1974.34,2028.46,FCFS
724,bursty,sequential,27,150,95,DOWN,0.6963,0.4576,0.7531,0.2562,545,143,212,298,920.87,1934.33,2450.99,3275.29,SSTF
725,bursty,bursty,35,300,233,DOWN,0.8482,0.2422,0.8117,0.2785,1506,513,529,550,388.53,5795.51,5980.13,6011.44,FCFS
726,bursty,sequential,40,300,85,UP,0.8198,0.2759,0.8523,0.2825,1357,517,513,591,4962.91,2662.1,2894.07,3042.27,C-SCAN
727,bursty,continuous,13,200,26,DOWN,0.6674,0.1733,0.6208,0.3275,480,191,175,396,1223.94,855.97,870.51,1574.95,SCAN
728,bursty,random,46,300,92,DOWN,0.8144,0.3345,0.6482,0.2623,2163,351,381,565,9846.73,8779.02,9208.67,5436.53,C-SCAN
729,bursty,all_at_once,11,200,123,DOWN,0.3437,0.2895,0.6542,0.2519,189,97,97,97,691.18,490.45,490.45,490.45,SSTF
730,bursty,random,38,150,16,DOWN,0.8414,0.5135,0.6656,0.2303,758,161,165,276,1129.16,3322.4,3386.05,5710.79,SSTF
731,bursty,random,43,400,370,UP,0.8257,0.2222,0.9133,0.2582,1735,415,415,682,7260.17,1938.75,1938.75,10517.61,SSTF
732,bursty,sequential,43,400,48,DOWN,0.7338,0.2598,0.8039,0.2675,2496,342,414,790,13737.8,5898.51,6572.16,7685.93,C-SCAN
733,bursty,all_at_once,32,300,76,UP,0.8273,0.2215,0.9036,0.1975,1243,353,511,595,11595.4,4695.77,5638.11,6636.66,SSTF
734,bursty,sequential,20,400,240,DOWN,0.7518,0.1136,0.7037,0.3957,927,498,627,772,2390.11,3772.05,2033.61,4768.24,SCAN
735,bursty,random,41,250,61,DOWN,0.8215,0.3445,0.799,0.2265,1470,320,298,496,5154.14,5386.43,5021.21,8057.28,SCAN
736,bursty,bursty,42,200,140,DOWN,0.8943,0.42,0.8662,0.2451,1218,365,339,393,956.06,4447.68,3847.12,3158.82,FCFS
737,bursty,all_at_once,15,300,227,DOWN,0.7016,0.1327,0.9759,0.3813,653,286,495,597,2861.85,1748.45,2734.94,3492.2,SSTF
738,bursty,all_at_once,38,250,30,DOWN,0.7367,0.3393,0.8979,0.2335,1079,231,279,496,12675.35,4814.42,4844.43,5037.25,C-SCAN
739,bursty,all_at_once,35,300,18,UP,0.8497,0.2431,0.7469,0.2885,1449,355,570,596,13937.0,5720.82,6131.11,6263.49,C-SCAN
740,bursty,bursty,49,250,227,UP,0.7553,0.4414,0.5822,0.2628,1651,230,258,497,1564.68,7823.61,8166.53,5164.3,FCFS
741,bursty,random,33,150,57,DOWN,0.6077,0.6055,0.6483,0.2688,581,125,205,287,769.46,3194.86,3788.76,2272.23,C-SCAN
742,bursty,bursty,49,400,242,DOWN,0.8291,0.2487,0.7164,0.2639,2363,544,635,761,7932.75,11395.64,9892.82,10548.57,FCFS
743,bursty,random,16,200,0,DOWN,0.8509,0.1749,0.8011,0.2271,691,182,182,398,983.83,749.94,749.94,1793.46,SSTF
744,bursty,all_at_once,28,400,267,DOWN,0.7333,0.156,0.6996,0.2155,1344,625,625,711,11387.86,4674.29,4674.29,5088.66,C-SCAN
745,bursty,all_at_once,20,300,71,DOWN,0.7136,0.1695,0.8167,0.2472,862,300,312,530,4635.93,2278.24,2392.06,3884.71,SSTF
746,bursty,bursty,49,200,48,UP,0.8303,0.5078,0.8394,0.2542,1269,233,343,380,369.97,6439.63,6152.76,5569.2,FCFS
747,bursty,all_at_once,39,200,183,DOWN,0.7899,0.4309,0.7495,0.2305,1046,191,377,396,11780.52,5158.73,5908.69,6037.89,SSTF
748,bursty,bursty,36,150,31,DOWN,0.7342,0.5669,0.6736,0.2188,675,225,161,288,473.91,4863.23,2948.03,3621.95,FCFS
749,bursty,all_at_once,47,400,68,DOWN,0.8292,0.238,0.6591,0.2469,2470,725,467,795,31048.6,10214.96,8840.55,10347.61,SCAN
750,bursty,continuous,13,400,221,DOWN,0.702,0.0813,0.5789,0.4012,771,438,561,791,2018.34,2149.74,1859.68,4127.06,SSTF
751,bursty,all_at_once,47,200,187,UP,0.8288,0.4921,0.7229,0.2188,1606,195,211,397,22180.36,6994.27,6997.11,7158.49,C-SCAN
752,bursty,bursty,48,400,164,DOWN,0.8222,0.24,0.6894,0.2626,2180,634,563,776,3480.24,5126.04,6962.62,15120.94,SSTF
